Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy,Country_copy,Area (sq. mi.),Pop. Density (per sq. mi.)
25,0,2005,80.8,153.1,305.8365,5.87,86,31,21.4,94,82,0.58,518,13.42,1.3,9.8,1.3,0,1,53.3,BurkinaFaso,274200.0,48.94237782640408
92,0,2013,71.0,92.6,523.0825,2.55,93,82,24.8,90,93,11.55,1109,2.03,6.1,5.9,6.0,0,1,48.7,Lesotho,30355.0,66.87530884533025
35,8,2012,14.7,17.1,144.2095,4.37,92,80,25.9,91,91,0.21,5631,46.08,2.1,1.9,7.6,0,1,75.9,Colombia,1138910.0,40.45973781949408
110,0,2009,28.4,33.0,87.1205,0.53,98,72,25.3,99,99,0.05,2473,31.93,6.4,6.2,4.2,0,1,74.0,Morocco,446550.0,71.50375097973351
8,3,2000,4.6,5.5,94.882,13.35,33,35,25.0,71,81,0.08,38843,8.01,1.7,1.9,9.0,1,0,78.1,Austria,83870.0,95.50494813401693
33,8,2011,7.3,8.5,94.631,7.02,94,77,27.5,93,94,0.18,12339,17.23,0.8,0.8,9.8,0,1,79.0,Chile,756950.0,22.762401743840414
118,0,2008,67.9,139.3,273.319,0.11,72,64,21.4,68,67,0.14,432,15.25,11.2,11.0,1.4,0,1,55.8,Niger,1267000.0,12.036306235201263
50,2,2006,20.2,23.8,206.0165,2.67,96,89,26.7,96,96,0.28,3262,6.08,1.8,1.7,6.4,0,1,70.3,ElSalvador,21040.0,288.97338403041823
58,3,2004,3.4,4.8,92.3955,13.14,35,65,25.0,99,98,0.11,34900,62.7,0.6,0.6,10.3,1,0,80.2,France,547030.0,114.61894228835713
117,2,2001,29.9,36.5,193.7615,3.48,87,83,25.9,89,87,0.14,1466,5.15,2.2,2.1,5.2,0,1,69.9,Nicaragua,129494.0,39.77018240227346
47,2,2007,29.3,35.7,174.858,5.92,81,83,25.6,86,85,0.65,5309,9.34,3.4,3.4,7.2,0,1,71.3,DominicanRepublic,48730.0,191.6683767699569
120,7,2008,10.3,11.7,110.659,4.02,97,97,26.1,96,95,0.08,4231,2.05,2.4,2.4,8.7,0,1,74.4,NorthMacedonia,25333.0,80.92211739628152
87,4,2012,8.2,9.6,61.6325,0.0,98,99,29.2,98,98,0.13,33455,3.35,3.4,3.3,7.2,0,1,74.7,Kuwait,17820.0,187.99102132435465
135,6,2006,16.5,19.3,148.0145,3.52,35,47,31.1,49,39,0.17,3955,0.18,0.2,0.2,9.5,0,1,70.6,Samoa,2944.0,61.141304347826086
168,4,2004,8.6,10.1,86.7395,1.59,92,92,27.5,94,94,0.13,57910,4.07,5.2,4.9,8.9,0,1,75.2,UnitedArabEmirates,82880.0,49.10714285714286
172,1,2007,32.2,37.0,173.085,1.75,99,44,25.6,98,96,0.14,1787,26.87,3.1,3.1,10.1,0,1,68.9,Uzbekistan,447400.0,60.05811354492624
41,3,2015,4.2,4.9,90.2285,9.64,94,96,27.3,94,94,0.02,11933,4.2,1.5,1.4,11.2,1,0,77.3,Croatia,56542.0,74.28106540270949
102,3,2009,5.9,6.7,56.4985,7.1,86,85,27.1,73,73,0.08,19574,0.41,0.8,0.7,10.2,1,0,80.2,Malta,316.0,1297.4683544303798
53,3,2014,2.6,3.3,123.2,17.29,93,93,26.3,93,93,0.08,17097,1.31,1.9,1.9,12.6,1,0,77.0,Estonia,45226.0,28.9656392340689
10,2,2006,14.3,16.7,176.668,9.82,96,83,27.2,94,95,0.59,35863,0.33,2.5,2.5,10.9,0,1,72.0,"Bahamas,The",13940.0,23.672883787661405
21,0,2000,45.2,80.5,561.532,5.38,86,83,23.6,97,97,19.66,4569,1.64,12.3,12.2,7.6,0,1,50.6,Botswana,600370.0,2.731648816563119
149,1,2007,11.0,12.8,127.15,2.29,98,97,22.2,98,98,0.02,2543,19.84,15.4,15.5,10.6,0,1,75.0,SriLanka,65610.0,302.3929279073312
115,3,2006,4.3,5.1,70.055,9.58,88,92,25.4,96,96,0.06,43592,16.35,1.0,1.0,11.8,1,0,79.7,Netherlands,41526.0,393.7292298800752
149,1,2010,9.8,11.4,120.153,2.31,99,99,22.5,99,99,0.01,2950,20.26,15.3,15.3,10.8,0,1,75.4,SriLanka,65610.0,308.79439109891786
161,6,2009,11.5,13.4,143.8305,1.08,84,98,31.8,99,84,0.17,3742,0.1,0.1,0.1,10.4,0,1,70.0,Tonga,748.0,133.6898395721925
99,1,2008,6.9,8.1,128.5065,0.5,97,93,24.8,97,97,0.18,8074,27.24,8.5,8.3,9.4,0,1,74.1,Malaysia,329750.0,82.60803639120546
117,2,2004,26.0,31.3,181.9365,3.75,79,83,26.2,80,79,0.13,1529,5.36,2.1,2.0,5.4,0,1,70.9,Nicaragua,129494.0,41.39187916042442
6,7,2003,23.3,26.3,139.9,3.0,93,93,25.8,96,94,0.08,1856,3.02,2.0,2.1,10.8,0,1,72.3,Armenia,29800.0,101.34228187919463
151,2,2006,18.8,21.3,170.3485,6.22,99,83,26.1,99,99,0.4,6918,0.11,3.7,3.6,8.0,0,1,71.4,St.VincentandtheGrenadines,389.0,282.7763496143959
52,0,2001,53.8,81.1,371.292,0.67,87,88,20.2,89,86,0.59,870,2.37,1.0,1.0,3.7,0,1,55.9,Eritrea,121320.0,19.5351137487636
12,1,2006,47.0,61.0,150.565,0.003,86,62,20.7,95,94,0.01,809,140.92,19.7,2.3,4.6,0,1,68.2,Bangladesh,144000.0,978.6111111111111
98,0,2014,39.2,57.6,305.0855,2.01,91,64,22.8,87,91,2.95,381,16.29,6.5,6.3,4.4,0,1,61.0,Malawi,118480.0,137.491559756921
88,1,2015,19.9,22.3,165.7935,5.37,97,65,26.5,97,97,0.12,1121,5.96,3.3,3.4,10.8,0,1,70.7,KyrgyzRepublic,198500.0,30.025188916876573
119,0,2013,81.0,129.4,364.4625,4.45,46,64,23.1,41,46,0.62,2597,171.77,1.4,1.2,5.9,0,1,52.2,Nigeria,923768.0,185.94495587636723
8,3,2009,3.7,4.5,76.57,11.87,83,64,25.4,83,83,0.08,42655,8.34,1.7,1.9,11.7,1,0,80.3,Austria,83870.0,99.43960891856445
139,7,2007,7.0,8.1,137.2965,9.42,99,96,25.6,93,94,0.02,4968,7.38,2.4,2.4,10.2,0,1,73.6,Serbia,88361.0,83.52101040051606
71,2,2012,18.4,21.5,150.585,2.71,97,83,26.3,98,97,0.07,2207,8.64,2.2,2.1,5.5,0,1,73.8,Honduras,112090.0,77.08091712017129
47,2,2006,29.5,36.0,176.789,5.84,84,83,25.5,88,89,0.7,5007,9.22,3.5,3.4,7.1,0,1,71.0,DominicanRepublic,48730.0,189.20582803201313
177,0,2012,49.1,74.7,323.004,2.78,78,40,22.3,70,78,5.26,1298,14.47,6.5,6.3,6.7,0,1,58.5,Zambia,752614.0,19.226323188247893
23,1,2014,8.6,10.4,89.377,0.67,99,96,26.9,99,99,0.1,31679,0.41,5.7,5.2,9.0,0,1,75.2,BruneiDarussalam,5770.0,71.05719237435008
55,0,2007,62.8,97.0,306.7815,0.31,47,64,20.2,61,50,0.52,363,80.67,11.3,11.0,2.1,0,1,58.5,Ethiopia,1127127.0,71.57134910262997
136,2,2010,27.6,36.1,197.987,5.0,98,71,24.4,98,98,0.31,1402,0.18,6.1,6.0,4.9,0,1,67.4,SaoTomeandPrincipe,1001.0,179.82017982017982
154,7,2015,3.7,4.3,49.384,9.62,88,87,25.2,96,97,0.05,84776,8.28,0.4,0.3,13.4,1,0,82.9,Switzerland,41290.0,200.53281666263015
1,7,2014,8.8,9.9,76.724,4.1,98,98,26.5,98,98,0.03,3856,2.89,1.2,1.3,9.7,0,1,77.8,Albania,28748.0,100.52873243356059
86,6,2002,50.0,65.5,217.1505,0.51,79,35,28.9,96,77,0.17,1537,0.09,0.2,0.2,7.0,0,1,63.7,Kiribati,811.0,110.97410604192355
86,6,2012,47.8,62.1,204.6575,0.38,94,80,29.7,92,94,0.17,1415,0.11,0.1,0.1,7.9,0,1,66.4,Kiribati,811.0,135.63501849568433
29,0,2012,64.2,101.3,356.5925,6.42,85,64,24.1,85,85,1.55,1278,21.49,5.9,5.9,5.7,0,1,56.1,Cameroon,475440.0,45.20023557126031
89,1,2014,43.8,56.3,199.529,6.74,88,65,22.7,88,88,0.16,2025,6.64,8.9,9.0,5.0,0,1,66.1,LaoPDR,236800.0,28.04054054054054
66,2,2015,23.7,28.3,163.8125,1.65,74,83,26.5,69,74,0.03,3995,15.57,1.2,1.2,6.3,0,1,73.3,Guatemala,108890.0,142.98833685370556
2,0,2003,31.3,36.5,127.5385,0.33,81,96,24.5,87,87,0.01,3490,32.26,6.3,6.1,6.5,0,1,72.1,Algeria,2381740.0,13.544719406820223
107,7,2009,15.0,17.4,207.4875,6.24,89,92,26.6,87,85,0.43,2103,2.86,2.9,3.1,11.0,0,1,69.1,Moldova,33843.0,84.50787459740567
53,3,2003,6.7,8.5,199.678,11.64,93,96,25.7,95,94,0.08,12362,1.37,2.2,2.3,11.9,1,0,71.3,Estonia,45226.0,30.29230973333923
131,4,2015,6.7,7.8,56.2695,1.03,99,91,29.1,99,99,0.06,63039,2.57,5.2,4.9,9.8,0,1,79.8,Qatar,11437.0,224.70927690828015
97,0,2000,67.5,105.4,280.972,1.17,61,64,20.6,58,57,0.02,488,15.77,8.7,8.6,5.2,0,1,58.5,Madagascar,587040.0,26.863586808394658
49,0,2010,24.0,28.7,160.261,0.21,97,64,28.8,97,97,0.13,3485,82.76,3.0,2.9,6.5,0,1,70.3,"Egypt,ArabRep.",1001450.0,82.6401717509611
69,8,2005,33.4,41.4,223.5645,5.84,93,72,25.2,93,93,0.85,3944,0.75,5.7,5.5,7.9,0,1,66.7,Guyana,214970.0,3.4888589105456576
156,1,2009,38.1,44.3,146.4255,0.66,93,93,25.1,93,93,0.17,752,7.36,3.7,3.8,10.9,0,1,68.4,Tajikistan,143100.0,51.432564640111806
103,0,2015,55.0,82.7,203.5835,0.0,73,64,24.9,67,73,0.15,1524,4.05,7.8,7.5,4.3,0,1,63.9,Mauritania,1030700.0,3.9293683904142815
84,1,2012,14.6,16.3,216.56,3.73,95,97,26.1,98,99,0.13,9824,16.79,2.4,2.5,11.5,0,1,69.5,Kazakhstan,2717300.0,6.1789276119677625
125,6,2001,52.8,69.9,269.8105,0.65,59,65,24.2,52,55,0.61,1842,5.97,1.5,1.5,3.3,0,1,59.5,PapuaNewGuinea,462840.0,12.898625875032408
68,0,2009,75.9,120.2,290.506,2.89,80,64,23.0,78,80,2.55,574,1.48,8.3,8.1,2.5,0,1,54.1,Guinea-Bissau,36120.0,40.97452934662237
11,4,2002,10.0,11.6,83.6925,1.87,98,97,25.4,98,98,0.05,22258,0.74,6.2,5.9,8.4,0,1,74.8,Bahrain,665.0,1112.781954887218
121,7,2013,2.4,2.9,60.485,6.21,88,91,26.5,94,94,0.04,73047,5.08,0.8,0.7,12.7,1,0,81.8,Norway,323802.0,15.688599823348836
149,1,2003,13.0,15.1,137.477,1.69,86,90,21.8,98,99,0.02,2037,19.22,15.4,15.5,10.2,0,1,73.8,SriLanka,65610.0,292.9431489102271
127,8,2000,29.3,38.2,153.5785,4.76,84,51,25.0,93,98,0.19,3304,26.46,1.4,1.4,8.0,0,1,71.1,Peru,1285220.0,20.587914909509657
103,0,2010,61.2,95.6,212.0,0.0,64,64,24.6,52,64,0.19,1417,3.49,8.7,8.5,3.8,0,1,62.5,Mauritania,1030700.0,3.386048316677986
85,0,2004,50.8,81.0,431.137,0.69,73,28,22.3,73,73,3.45,1160,35.64,8.7,8.6,5.7,0,1,53.5,Kenya,582650.0,61.168797734488976
106,6,2000,30.8,37.8,184.963,2.23,87,65,28.8,85,85,0.17,2895,0.11,0.3,0.3,4.8,0,1,64.6,"Micronesia,Fed.Sts.",702.0,156.6951566951567
169,7,2001,5.5,6.4,86.493,11.31,88,86,26.4,91,91,0.08,39888,59.12,0.7,0.5,11.8,1,0,78.0,UnitedKingdom,244820.0,241.48353892655828
95,3,2010,4.9,6.0,191.1515,13.22,94,95,26.3,95,95,0.08,11107,3.1,2.8,2.8,11.6,1,0,73.3,Lithuania,65200.0,47.54601226993865
7,6,2012,3.6,4.3,60.0415,10.03,91,91,27.0,92,92,0.05,55255,22.73,0.6,0.6,12.6,1,0,82.0,Australia,7686850.0,2.9569979900739574
13,2,2005,14.4,15.7,116.6365,7.84,92,98,26.9,91,92,0.55,16952,0.28,4.0,4.0,9.2,0,1,77.9,Barbados,431.0,649.6519721577727
160,0,2005,66.3,103.1,330.64,1.84,81,64,22.6,80,82,1.78,468,5.61,8.4,8.3,4.2,0,1,54.6,Togo,56785.0,98.79369551818262
171,8,2012,8.6,10.0,109.0375,6.55,95,93,26.9,95,95,0.24,14541,3.38,1.5,1.5,8.5,0,1,77.0,Uruguay,176220.0,19.180569742367496
158,1,2012,10.6,12.4,154.351,7.1,98,91,24.0,99,99,0.2,5531,67.84,8.0,8.1,7.7,0,1,75.0,Thailand,514000.0,131.98443579766536
61,7,2010,12.7,14.2,170.768,7.72,95,84,26.8,88,92,0.12,3101,3.79,2.6,2.8,12.2,0,1,71.5,Georgia,69700.0,54.37589670014347
83,4,2010,17.2,20.1,115.693,0.46,98,95,28.5,98,98,0.13,4644,7.26,3.8,3.8,9.8,0,1,73.4,Jordan,92300.0,78.65655471289274
29,0,2004,79.7,130.6,394.661,4.69,81,64,23.5,72,73,2.99,1224,17.26,7.0,7.1,5.1,0,1,52.3,Cameroon,475440.0,36.30321386505132
81,2,2007,16.5,19.2,146.556,3.31,92,84,26.5,94,92,0.67,5308,2.77,1.9,1.7,8.4,0,1,74.1,Jamaica,10991.0,252.02438358657082
19,8,2006,40.8,52.9,216.0405,3.13,83,83,25.4,82,83,0.19,2251,9.4,1.3,1.2,7.3,0,1,65.9,Bolivia,1098580.0,8.556500209361175
14,7,2005,6.7,8.7,248.5795,11.19,99,98,26.0,98,99,0.14,3880,9.66,2.3,2.5,9.3,0,1,68.9,Belarus,207600.0,46.53179190751445
102,3,2003,6.3,7.2,61.136,6.54,89,59,27.0,94,94,0.08,17747,0.4,0.7,0.7,8.5,1,0,78.5,Malta,316.0,1265.8227848101267
101,0,2003,93.3,168.3,313.3725,0.56,79,64,21.9,67,63,0.86,678,11.98,1.3,1.2,1.5,0,1,50.4,Mali,1240000.0,9.661290322580646
175,1,2013,17.8,22.2,127.4215,2.68,59,65,21.5,93,59,0.13,2315,90.75,14.3,14.9,7.9,0,1,75.0,Vietnam,329560.0,275.3671562082777
85,0,2010,39.3,57.4,281.6775,1.52,90,28,22.8,90,90,2.04,1326,42.03,8.2,8.0,6.1,0,1,61.0,Kenya,582650.0,72.1359306616322
13,2,2006,14.3,15.6,114.561,8.12,84,94,27.0,85,84,0.52,17914,0.28,4.0,3.9,9.2,0,1,78.0,Barbados,431.0,649.6519721577727
2,0,2006,27.6,32.1,114.4095,0.38,80,98,24.7,95,95,0.02,3760,33.64,6.1,6.0,7.0,0,1,73.5,Algeria,2381740.0,14.12412773854409
45,3,2003,4.5,5.4,97.2905,11.53,88,88,25.1,96,96,0.04,49600,5.39,1.2,1.0,12.8,1,0,77.1,Denmark,43094.0,125.07541653130366
99,1,2009,6.9,8.1,127.9145,0.5,96,95,24.9,97,97,0.18,7809,27.74,8.3,8.2,9.6,0,1,74.3,Malaysia,329750.0,84.12433661865049
74,1,2008,49.4,64.6,197.9155,1.92,29,33,21.2,69,70,0.12,1093,1200.67,27.0,27.9,5.2,0,1,65.8,India,3287590.0,365.2128154666488
136,2,2000,54.3,82.0,220.45,5.07,70,71,23.5,87,82,1.31,1081,0.14,8.0,8.1,4.2,0,1,61.4,SaoTomeandPrincipe,1001.0,139.86013986013987
13,2,2010,13.8,15.0,106.695,8.66,86,96,27.3,90,86,0.38,16784,0.28,3.8,3.8,9.4,0,1,78.4,Barbados,431.0,649.6519721577727
29,0,2003,81.7,134.0,402.4095,4.6,81,64,23.4,72,73,3.26,1175,16.8,7.2,7.3,5.1,0,1,51.9,Cameroon,475440.0,35.3356890459364
167,7,2004,13.0,15.1,269.69,6.51,98,97,25.9,99,99,0.44,2065,47.45,2.7,2.8,10.7,0,1,68.2,Ukraine,603700.0,78.59864170945833
59,0,2003,50.2,77.8,323.9475,6.41,70,64,24.0,44,45,3.0,7647,1.32,7.5,7.4,6.6,0,1,57.8,Gabon,267667.0,4.931500707969231
62,3,2003,4.1,5.0,90.053,11.92,90,83,26.0,96,97,0.08,34620,82.53,1.1,1.1,12.5,1,0,78.4,Germany,357021.0,231.16287277218987
136,2,2005,39.3,55.5,208.017,5.5,96,71,24.0,97,97,0.62,1206,0.16,7.0,7.0,4.5,0,1,64.7,SaoTomeandPrincipe,1001.0,159.84015984015983
98,0,2001,92.9,160.5,581.009,1.3,79,64,21.8,86,90,8.8,273,11.43,7.9,7.7,3.1,0,1,45.2,Malawi,118480.0,96.47197839297772
145,6,2003,24.9,29.8,208.273,1.2,79,65,25.2,84,84,0.17,1706,0.45,1.3,1.3,4.7,0,1,68.5,SolomonIslands,28450.0,15.817223198594025
67,0,2008,77.6,123.3,299.6,0.21,57,64,22.5,59,60,1.02,696,9.74,8.6,8.6,1.6,0,1,55.6,Guinea,245857.0,39.61652505318132
13,2,2013,13.5,14.6,101.5875,9.05,91,89,27.5,91,91,0.31,16232,0.28,3.8,3.8,10.5,0,1,78.6,Barbados,431.0,649.6519721577727
148,3,2007,3.6,4.4,71.7905,11.05,96,95,26.2,96,96,0.09,27219,45.23,0.6,0.5,9.1,1,0,80.9,Spain,504782.0,89.60303655835588
150,2,2007,16.4,18.8,150.5345,12.59,99,83,28.2,99,99,0.4,10174,0.17,4.3,4.4,7.7,0,1,74.4,St.Lucia,616.0,275.97402597402595
84,1,2005,27.3,31.0,274.4505,6.57,94,96,25.8,99,98,0.07,7155,15.15,2.4,2.5,11.7,0,1,65.9,Kazakhstan,2717300.0,5.5753873330143895
50,2,2002,24.7,29.6,216.117,2.85,81,81,26.2,81,81,0.37,3029,5.96,2.0,1.9,5.5,0,1,69.4,ElSalvador,21040.0,283.2699619771863
7,6,2005,4.8,5.7,66.521,10.3,95,85,26.7,92,92,0.05,50333,20.39,0.7,0.6,11.7,1,0,80.8,Australia,7686850.0,2.6525820069339194
130,3,2001,5.1,6.6,108.319,12.63,70,56,25.6,96,97,0.22,19026,10.36,0.8,0.6,6.9,1,0,76.8,Portugal,92391.0,112.13213408232403
52,0,2010,39.0,55.1,289.377,1.13,95,88,20.5,95,90,0.25,654,3.17,8.9,8.8,3.9,0,1,62.2,Eritrea,121320.0,26.12924497197494
172,1,2001,48.4,57.4,190.2825,2.92,99,98,24.9,99,99,0.02,1313,24.96,3.4,3.3,9.2,0,1,67.4,Uzbekistan,447400.0,55.78900312919088
156,1,2007,41.7,48.8,151.8545,0.54,84,90,24.8,85,86,0.1,699,7.06,3.8,3.8,10.5,0,1,67.4,Tajikistan,143100.0,49.3361285814116
30,5,2013,4.8,5.5,66.0915,8.2,55,86,26.9,91,91,0.1,42846,35.08,0.5,0.5,12.9,1,0,81.7,Canada,9984670.0,3.51338602076984
166,0,2011,47.0,71.6,340.7545,8.79,82,64,22.0,79,82,2.89,814,33.48,5.9,5.9,5.4,0,1,58.1,Uganda,236040.0,141.84036603965427
144,3,2009,2.8,3.4,88.8695,10.52,88,98,26.0,96,96,0.03,20428,2.04,1.7,1.7,12.1,1,0,79.0,Slovenia,20273.0,100.6264489715385
46,0,2008,65.9,81.2,286.076,0.49,88,82,23.8,89,89,0.5,1224,0.82,5.7,5.6,3.9,0,1,59.1,Djibouti,23000.0,35.65217391304348
4,2,2005,10.6,12.9,146.703,7.44,99,46,25.6,98,99,0.1,15122,0.08,3.5,3.4,9.1,0,1,75.0,AntiguaandBarbuda,443.0,180.58690744920995
54,0,2003,69.8,119.2,615.708,5.62,90,99,25.7,87,85,20.22,2662,1.02,8.2,8.4,3.4,0,1,43.4,Eswatini,6704.3,152.14116313410796
144,3,2000,4.6,5.5,120.8335,12.8,88,98,25.4,93,91,0.02,16241,1.99,2.2,2.3,11.6,1,0,75.4,Slovenia,20273.0,98.16011443792236
53,3,2013,2.8,3.6,118.171,17.75,93,92,26.3,94,94,0.08,16553,1.32,1.9,1.9,12.6,1,0,77.1,Estonia,45226.0,29.186750983947288
88,1,2001,40.6,47.4,223.721,5.7,57,65,24.8,99,99,0.03,749,4.95,3.6,3.6,9.9,0,1,68.7,KyrgyzRepublic,198500.0,24.937027707808564
104,0,2013,13.1,15.0,146.3845,3.17,98,85,25.1,98,98,0.81,8647,1.26,7.0,7.0,8.9,0,1,74.0,Mauritius,2040.0,617.6470588235294
116,6,2006,5.4,6.5,74.797,9.36,87,86,27.3,89,89,0.03,35625,4.18,0.3,0.3,11.7,1,0,80.0,NewZealand,268680.0,15.557540568706266
63,0,2007,52.1,78.0,265.4325,0.67,94,55,23.4,94,94,1.15,1240,22.96,7.7,7.6,6.5,0,1,59.7,Ghana,239460.0,95.88240207132715
0,1,2001,87.9,125.2,304.858,0.02,63,13,21.8,35,33,0.02,163,21.61,2.1,2.4,2.2,0,1,56.3,Afghanistan,647500.0,33.374517374517374
78,3,2007,3.9,4.6,73.766,13.17,95,86,26.9,92,92,0.06,51625,4.4,0.3,0.2,11.9,1,0,79.6,Ireland,70280.0,62.60671599317018
107,7,2000,26.2,31.5,241.2055,6.76,92,92,25.9,97,95,0.23,1338,2.92,3.6,3.7,9.0,0,1,67.0,Moldova,33843.0,86.28076707147711
134,0,2000,109.5,185.2,442.3195,8.71,91,87,20.9,90,90,3.17,345,7.93,7.6,7.7,2.3,0,1,48.6,Rwanda,26338.0,301.08588351431393
152,8,2008,21.7,24.4,184.945,4.82,84,16,26.0,85,85,0.71,8445,0.52,3.5,3.4,7.7,0,1,69.9,Suriname,163270.0,3.184908433882526
60,0,2007,50.0,83.8,282.4125,3.19,97,64,23.0,94,95,1.37,686,1.64,8.8,8.7,2.5,0,1,58.7,"Gambia,The",11300.0,145.13274336283186
79,4,2000,5.6,6.9,78.6545,2.58,98,97,26.1,93,93,0.08,28748,6.29,1.1,1.1,12.0,1,0,79.0,Israel,20770.0,302.84063553201736
145,6,2004,24.7,29.6,202.334,1.21,81,65,25.3,89,90,0.17,1774,0.46,1.3,1.3,4.8,0,1,68.8,SolomonIslands,28450.0,16.16871704745167
21,0,2011,41.1,51.9,336.393,6.24,95,84,24.2,96,95,7.61,5899,2.02,7.7,7.4,8.9,0,1,61.9,Botswana,600370.0,3.364591835035062
22,8,2004,23.5,26.5,171.4535,6.7,96,68,25.2,99,99,0.25,7206,184.01,3.2,3.2,6.2,0,1,71.5,Brazil,8511965.0,21.61780505441458
23,1,2006,7.7,9.5,93.9375,0.63,99,94,25.9,94,97,0.1,35456,0.37,6.3,5.8,8.5,0,1,74.2,BruneiDarussalam,5770.0,64.12478336221837
107,7,2012,14.2,16.5,176.378,8.3,94,92,26.8,92,92,0.39,2374,2.86,2.7,2.9,11.4,0,1,70.6,Moldova,33843.0,84.50787459740567
18,1,2004,47.2,61.2,260.832,0.97,89,77,22.7,90,89,0.23,1410,0.64,18.0,18.8,2.3,0,1,64.5,Bhutan,47000.0,13.617021276595745
176,4,2015,46.1,60.7,221.5195,0.03,69,95,23.7,63,69,0.03,1602,26.5,13.6,13.4,3.0,0,1,66.1,"Yemen,Rep.",527970.0,50.19224577154005
52,0,2013,35.8,49.5,267.946,1.03,94,88,20.6,94,94,0.16,761,3.34,8.6,8.4,3.9,0,1,63.7,Eritrea,121320.0,27.530497856907353
77,4,2003,33.7,41.8,172.033,0.083,63,45,27.3,73,75,0.13,2352,25.64,5.5,5.2,5.5,0,1,68.6,Iraq,437072.0,58.66310356188454
177,0,2015,46.9,67.7,302.822,3.5,90,47,22.5,90,90,4.48,1338,15.88,6.3,6.1,6.9,0,1,61.7,Zambia,752614.0,21.099793519652838
97,0,2001,64.9,100.8,276.098,1.05,61,64,20.7,60,60,0.03,501,16.26,8.6,8.5,5.2,0,1,59.1,Madagascar,587040.0,27.6982829108749
151,2,2002,19.1,21.9,182.1335,5.21,99,83,25.7,99,99,0.4,5706,0.11,3.9,3.8,7.7,0,1,71.0,St.VincentandtheGrenadines,389.0,282.7763496143959
84,1,2015,10.6,11.9,182.111,3.33,98,98,26.3,98,98,0.14,10511,17.54,2.4,2.5,11.7,0,1,72.0,Kazakhstan,2717300.0,6.454936885879365
45,3,2001,4.7,5.6,101.2215,11.54,88,87,25.0,97,97,0.04,49470,5.36,1.3,1.0,11.4,1,0,76.8,Denmark,43094.0,124.37926393465447
104,0,2000,16.6,18.8,172.883,4.58,88,80,24.5,88,88,1.21,5534,1.19,8.1,8.1,6.2,0,1,71.7,Mauritius,2040.0,583.3333333333334
139,7,2015,5.4,6.3,114.328,7.2,94,86,26.0,95,95,0.02,5589,7.1,2.0,2.0,11.0,0,1,75.3,Serbia,88361.0,80.35219157773226
127,8,2005,20.6,26.5,141.9155,4.65,94,52,25.5,66,77,0.2,3868,27.87,1.3,1.3,8.7,0,1,72.9,Peru,1285220.0,21.685003345730692
145,6,2013,20.5,24.2,155.1685,0.94,94,65,26.0,85,94,0.17,2232,0.57,1.1,1.2,5.3,0,1,71.6,SolomonIslands,28450.0,20.035149384885763
169,7,2003,5.3,6.2,84.179,11.28,88,86,26.5,91,91,0.08,41598,59.65,0.7,0.5,12.0,1,0,78.4,UnitedKingdom,244820.0,243.64839473899193
103,0,2013,57.5,87.7,206.528,0.0,80,64,24.8,80,80,0.16,1470,3.82,8.1,7.9,4.1,0,1,63.4,Mauritania,1030700.0,3.7062190744154457
15,3,2011,3.6,4.4,79.9355,10.14,97,83,26.0,98,98,0.08,39929,11.04,0.9,0.9,11.2,1,0,80.6,Belgium,30528.0,361.6352201257862
126,8,2015,19.0,22.3,145.351,5.21,93,72,26.6,93,93,0.14,5414,6.69,2.0,1.9,8.5,0,1,73.7,Paraguay,406750.0,16.447449293177627
42,2,2009,5.2,6.5,95.7135,3.97,96,95,25.2,99,96,0.15,6601,11.23,3.4,3.2,10.8,0,1,78.3,Cuba,110860.0,101.29893559444344
102,3,2011,5.8,6.6,54.9785,6.89,82,85,27.1,96,96,0.08,20566,0.42,0.8,0.7,10.5,1,0,80.7,Malta,316.0,1329.113924050633
88,1,2004,35.6,41.1,222.7265,6.65,99,65,25.1,98,99,0.08,831,5.1,3.4,3.4,10.1,0,1,68.2,KyrgyzRepublic,198500.0,25.692695214105793
15,3,2005,4.0,4.9,88.2405,12.21,77,79,25.7,97,97,0.08,38426,10.48,0.8,0.8,10.7,1,0,79.0,Belgium,30528.0,343.29140461215934
24,3,2001,13.8,16.7,158.938,11.07,93,85,25.3,94,94,0.02,3937,8.01,2.4,2.5,9.9,1,0,71.8,Bulgaria,110910.0,72.22071950229916
144,3,2001,4.3,5.2,121.8735,11.58,88,98,25.4,93,92,0.02,16737,1.99,2.2,2.2,11.5,1,0,75.8,Slovenia,20273.0,98.16011443792236
67,0,2000,99.9,164.2,324.7675,0.18,57,64,21.8,47,46,1.34,628,8.24,1.3,1.3,1.5,0,1,51.2,Guinea,245857.0,33.515417498789944
19,8,2005,43.1,56.2,219.8665,2.8,85,83,25.3,84,85,0.19,2186,9.23,1.3,1.2,7.0,0,1,65.3,Bolivia,1098580.0,8.401754992808899
137,4,2001,17.7,20.7,107.6395,0.049,95,96,27.6,97,97,0.13,17032,21.2,7.3,7.3,6.8,0,1,72.8,SaudiArabia,1960582.0,10.813115697277645
