Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy,Country_copy,Area (sq. mi.),Pop. Density (per sq. mi.)
113,0,2014,34.0,47.9,328.32,2.59,88,64,24.1,88,88,4.5,4782,2.27,8.6,8.5,6.7,0,1,61.4,Namibia,825418.0,2.7501217564918625
167,7,2010,10.1,11.7,213.7115,7.77,48,41,26.3,57,52,0.28,2315,45.87,2.4,2.5,11.3,0,1,70.3,Ukraine,603700.0,75.98144773894319
51,0,2009,81.7,115.3,332.154,7.2,46,64,23.4,59,43,4.39,15906,0.9,9.2,9.2,5.5,0,1,55.3,EquatorialGuinea,28051.0,32.08441766781933
108,1,2010,22.1,26.3,230.153,7.73,96,95,25.4,96,96,0.02,2630,2.72,2.2,2.3,9.5,0,1,67.4,Mongolia,1564116.0,1.7390014551350412
170,5,2001,7.0,8.3,114.2395,8.25,89,86,27.7,89,94,0.13,48727,284.97,0.8,0.6,12.7,1,0,76.8,UnitedStates,9631420.0,29.58753745553615
14,7,2002,8.5,10.9,260.3945,11.78,99,98,25.8,99,99,0.08,2912,9.87,2.5,2.7,9.1,0,1,68.1,Belarus,207600.0,47.543352601156066
112,1,2011,47.0,61.0,204.845,1.09,40,80,22.2,90,84,0.32,963,50.99,13.0,13.3,4.3,0,1,64.0,Myanmar,678500.0,75.15106853352985
65,2,2015,14.3,16.2,141.3,8.2,92,89,26.9,99,92,0.4,9097,0.11,3.8,3.8,8.7,0,1,72.4,Grenada,344.0,319.7674418604651
119,0,2002,103.8,171.5,411.5985,11.09,29,64,22.5,40,25,1.21,1685,128.6,13.8,13.8,5.2,0,1,46.8,Nigeria,923768.0,139.21244295104398
34,1,2007,16.2,20.1,99.551,3.89,92,92,22.9,94,93,0.1,4319,1317.89,4.7,4.1,7.0,0,1,73.6,China,9596960.0,137.32369416982044
174,8,2011,14.7,17.2,147.169,6.88,78,83,26.6,78,78,0.4,10956,28.89,1.6,1.5,9.8,0,1,73.1,"Venezuela,RB",912050.0,31.67589496189902
4,2,2009,8.7,10.6,139.537,7.64,98,94,26.0,98,99,0.1,15402,0.09,3.4,3.3,9.3,0,1,75.7,AntiguaandBarbuda,443.0,203.16027088036117
159,6,2008,56.0,67.7,171.0075,0.062,79,64,20.5,79,79,0.07,1020,1.06,11.7,11.7,4.0,0,1,66.3,Timor-Leste,15007.0,70.63370427134004
0,1,2006,74.6,104.1,271.4905,0.026,64,18,22.3,58,58,0.02,354,26.43,19.2,19.3,2.7,0,1,58.8,Afghanistan,647500.0,40.818532818532816
127,8,2009,16.2,20.8,134.0135,5.04,93,42,25.9,92,93,0.16,4819,28.79,1.2,1.2,8.4,0,1,74.1,Peru,1285220.0,22.40083409844229
69,8,2011,30.0,36.7,215.255,5.64,93,84,25.9,93,93,0.62,5089,0.75,5.6,5.3,8.2,0,1,68.3,Guyana,214970.0,3.4888589105456576
138,0,2010,42.4,65.7,211.9,0.18,89,33,22.7,76,89,0.19,1150,12.68,1.4,1.3,2.4,0,1,64.3,Senegal,196190.0,64.63122483306998
49,0,2011,23.1,27.5,157.823,0.19,96,64,28.9,96,96,0.13,3473,84.53,2.9,2.9,6.7,0,1,70.5,"Egypt,ArabRep.",1001450.0,84.40760896699786
3,0,2001,118.2,198.4,361.129,1.94,67,64,21.8,28,38,1.36,1847,16.95,1.7,1.7,4.4,0,1,47.1,Angola,1246700.0,13.595893157936954
80,3,2014,3.0,3.6,51.776,7.56,95,83,25.6,95,95,0.07,29980,60.79,0.6,0.6,10.1,1,0,83.1,Italy,301230.0,201.80592902433358
143,3,2011,5.6,6.8,120.157,10.27,99,97,26.1,99,99,0.01,14890,5.4,1.2,1.3,12.1,1,0,76.0,SlovakRepublic,48845.0,110.55379260927424
2,0,2013,22.1,25.8,98.739,0.5,95,93,25.3,95,95,0.03,4043,38.14,5.9,5.8,7.8,0,1,75.7,Algeria,2381740.0,16.013502733295827
169,7,2005,5.1,6.0,79.5075,11.38,88,86,26.7,91,91,0.08,43137,60.4,0.7,0.5,12.2,1,0,79.0,UnitedKingdom,244820.0,246.7118699452659
50,2,2003,23.5,28.1,213.592,2.91,94,77,26.4,93,94,0.35,3060,5.99,2.0,1.9,5.7,0,1,69.7,ElSalvador,21040.0,284.6958174904943
29,0,2009,71.1,114.3,365.4865,5.72,80,64,23.9,79,80,2.13,1247,19.79,6.3,6.3,5.2,0,1,54.6,Cameroon,475440.0,41.62460037018341
1,7,2015,8.5,9.6,75.205,4.33,99,98,26.6,99,99,0.03,3953,2.88,1.2,1.3,9.7,0,1,78.0,Albania,28748.0,100.18088214832336
29,0,2014,59.5,92.4,345.615,4.7,87,64,24.2,84,87,1.24,1344,22.68,5.7,5.7,6.0,0,1,57.1,Cameroon,475440.0,47.70318021201413
92,0,2015,72.6,94.6,513.4755,3.07,93,82,24.9,85,93,10.0,1146,2.06,5.5,5.3,6.1,0,1,51.0,Lesotho,30355.0,67.8636139021578
134,0,2004,72.8,118.6,368.1215,7.83,89,87,21.2,89,89,2.27,425,8.68,6.9,7.1,2.7,0,1,53.6,Rwanda,26338.0,329.56184979876986
154,7,2005,4.3,5.1,65.1225,10.15,88,71,25.0,94,94,0.08,76785,7.44,0.6,0.4,12.0,1,0,81.2,Switzerland,41290.0,180.1889077258416
111,0,2010,72.5,104.9,382.0835,0.79,74,64,22.3,73,74,3.5,480,23.53,3.7,3.6,3.2,0,1,52.3,Mozambique,801590.0,29.354158609763097
28,1,2002,67.3,86.7,243.8905,0.75,84,48,20.8,54,54,0.51,539,12.64,11.6,11.8,3.3,0,1,60.3,Cambodia,181040.0,69.81882456915599
93,0,2006,85.3,121.0,294.2555,4.06,58,64,23.5,66,60,3.5,578,3.33,8.1,8.1,3.8,0,1,56.4,Liberia,111370.0,29.900332225913623
152,8,2003,24.9,28.2,207.3055,4.7,84,16,25.6,74,75,0.96,6816,0.49,3.5,3.5,7.7,0,1,68.3,Suriname,163270.0,3.0011637165431493
113,0,2001,44.2,75.3,470.342,2.29,83,64,23.0,79,78,11.07,3111,1.82,15.2,15.4,5.8,0,1,51.4,Namibia,825418.0,2.204943434720348
166,0,2013,42.4,62.3,321.4315,8.12,78,64,22.2,78,78,2.45,821,35.69,5.7,5.7,5.4,0,1,59.9,Uganda,236040.0,151.2031859006948
114,1,2008,40.1,50.8,186.7545,0.2,82,65,21.6,82,82,0.17,675,26.67,17.0,17.6,3.1,0,1,66.7,Nepal,147181.0,181.20545450839444
137,4,2015,7.8,9.1,87.974,0.0,98,96,28.4,97,98,0.13,20628,31.72,7.8,7.6,9.5,0,1,74.7,SaudiArabia,1960582.0,16.17886933573806
74,1,2015,34.9,43.5,177.9465,3.0,87,69,21.7,86,87,0.06,1606,1310.15,26.7,27.3,6.3,0,1,68.6,India,3287590.0,398.51380494526387
44,3,2012,2.6,3.2,92.0385,12.83,99,99,26.9,99,99,0.08,16607,10.51,1.8,1.9,12.4,1,0,78.1,Czechia,78866.0,133.2640174473157
96,3,2002,3.3,4.0,98.426,12.88,95,86,25.7,99,99,0.07,96270,0.45,1.0,0.9,10.7,1,0,78.0,Luxembourg,2586.0,174.0139211136891
29,0,2010,68.6,110.1,362.5215,5.88,84,64,24.0,83,84,1.87,1248,20.34,6.1,6.2,5.3,0,1,55.1,Cameroon,475440.0,42.781423523472995
43,3,2004,4.1,4.8,64.721,13.03,88,91,26.5,98,98,0.04,24798,1.01,0.9,1.0,10.5,1,0,78.5,Cyprus,9250.0,109.1891891891892
109,7,2009,6.3,7.4,118.42,10.17,87,96,26.0,91,92,0.03,5834,0.62,2.0,2.1,11.0,0,1,75.1,Montenegro,5332.8,116.26162616261625
127,8,2007,18.2,23.4,137.505,4.51,93,51,25.7,93,93,0.18,4439,28.33,1.2,1.2,8.1,0,1,73.5,Peru,1285220.0,22.04291872208649
46,0,2002,76.5,96.1,323.2315,1.11,88,82,23.6,62,62,1.78,791,0.75,6.2,6.0,3.4,0,1,57.2,Djibouti,23000.0,32.608695652173914
35,8,2013,14.3,16.6,142.829,4.32,91,72,26.0,91,91,0.2,5867,46.5,2.1,1.9,7.8,0,1,76.1,Colombia,1138910.0,40.82851147149467
75,1,2012,25.9,31.2,181.1225,0.08,83,78,22.7,87,83,0.2,2981,248.45,1.5,1.4,7.6,0,1,69.9,Indonesia,1919440.0,129.43879464843914
147,0,2004,49.4,77.7,501.4985,7.2,76,51,26.5,73,74,11.64,5374,47.29,12.6,15.0,8.8,0,1,53.4,SouthAfrica,1219912.0,38.765091252483785
95,3,2015,4.0,4.9,165.233,14.2,94,92,26.4,93,93,0.09,14264,2.9,2.6,2.6,13.0,1,0,74.3,Lithuania,65200.0,44.47852760736196
44,3,2004,3.7,4.6,114.2985,13.42,98,98,26.6,96,98,0.08,14070,10.2,2.1,2.2,11.6,1,0,75.7,Czechia,78866.0,129.33329952070602
80,3,2008,3.5,4.1,60.1245,7.96,96,83,25.7,96,96,0.08,33530,58.83,0.5,0.5,9.5,1,0,81.5,Italy,301230.0,195.2992729807788
116,6,2011,5.0,6.0,70.233,9.45,95,86,27.7,95,95,0.04,35916,4.38,0.3,0.3,12.0,1,0,80.9,NewZealand,268680.0,16.301920500223314
119,0,2010,84.3,135.5,376.179,5.22,49,64,23.0,54,54,0.75,2404,158.5,11.3,11.2,5.2,0,1,50.9,Nigeria,923768.0,171.57987719860398
158,1,2010,11.7,13.6,160.1755,6.19,98,91,23.8,99,99,0.23,5164,67.2,8.2,8.3,7.7,0,1,74.2,Thailand,514000.0,130.73929961089493
24,3,2008,9.5,11.4,148.4445,10.73,96,94,25.8,96,95,0.03,6460,7.49,2.1,2.1,10.5,1,0,73.0,Bulgaria,110910.0,67.53223334234966
31,0,2004,106.9,162.5,532.8745,1.6,45,64,21.9,45,51,3.09,459,3.96,9.9,9.9,3.2,0,1,44.4,CentralAfricanRepublic,622984.0,6.356503537811565
71,2,2001,29.0,35.3,169.61,2.61,95,83,24.9,99,96,0.43,1791,6.75,2.7,2.7,4.4,0,1,71.0,Honduras,112090.0,60.21946650013382
70,2,2008,61.3,83.2,271.8455,3.49,60,83,24.3,64,63,0.95,1339,9.65,4.2,4.2,4.6,0,1,59.8,Haiti,27750.0,347.7477477477477
8,3,2013,3.2,3.9,67.3475,12.1,95,82,25.5,95,95,0.08,44299,8.48,1.8,2.0,11.9,1,0,81.1,Austria,83870.0,101.10885894837249
47,2,2000,32.4,40.0,186.951,6.72,68,83,24.9,71,78,1.02,4209,8.47,3.8,3.7,6.4,0,1,69.4,DominicanRepublic,48730.0,173.81489841986456
46,0,2003,74.7,93.6,317.1835,0.52,88,82,23.6,68,68,1.16,819,0.76,6.1,5.9,3.5,0,1,57.4,Djibouti,23000.0,33.04347826086956
134,0,2001,100.0,167.4,432.824,9.27,91,87,21.0,76,77,2.9,361,8.23,7.4,7.5,2.4,0,1,49.9,Rwanda,26338.0,312.4762700280963
63,0,2013,41.8,59.8,251.5445,1.78,90,54,23.8,91,90,0.88,1768,26.61,6.6,6.4,6.9,0,1,62.1,Ghana,239460.0,111.12503132047107
102,3,2005,6.1,7.0,59.577,6.14,85,60,27.1,94,92,0.08,18134,0.4,0.7,0.7,9.8,1,0,79.3,Malta,316.0,1265.8227848101267
33,8,2003,8.1,9.5,103.6575,6.37,94,96,26.9,96,96,0.14,9233,15.85,1.0,1.0,9.4,0,1,77.1,Chile,756950.0,20.939295858379023
137,4,2013,8.8,10.2,90.265,0.0,98,99,28.3,98,98,0.13,20176,30.05,7.6,7.5,9.5,0,1,74.4,SaudiArabia,1960582.0,15.327081448263831
35,8,2014,13.8,16.0,141.448,4.22,90,88,26.0,90,90,0.19,6069,46.97,2.1,1.9,8.0,0,1,76.3,Colombia,1138910.0,41.24118674873344
151,2,2007,18.7,21.1,167.402,6.2,99,83,26.3,99,99,0.4,7154,0.11,3.6,3.6,8.1,0,1,71.6,St.VincentandtheGrenadines,389.0,282.7763496143959
113,0,2003,43.3,74.4,495.7265,2.29,83,64,23.2,82,79,9.74,3298,1.88,14.2,14.3,5.8,0,1,50.6,Namibia,825418.0,2.2776338776232166
160,0,2003,69.9,109.5,333.358,0.89,81,64,22.4,72,72,2.13,522,5.33,8.8,8.7,4.1,0,1,53.9,Togo,56785.0,93.86281588447653
176,4,2014,45.4,58.7,223.9525,0.03,73,95,23.6,67,73,0.03,2283,25.82,13.7,13.5,3.0,0,1,66.1,"Yemen,Rep.",527970.0,48.90429380457223
20,7,2012,5.8,6.7,100.353,4.83,92,94,25.5,87,92,0.08,4216,3.6,2.5,2.5,8.3,0,1,76.4,BosniaandHerzegovina,51129.0,70.41013906002465
150,2,2014,19.0,21.4,138.0705,9.18,99,83,29.6,99,99,0.4,10280,0.18,4.3,4.3,8.7,0,1,75.4,St.Lucia,616.0,292.2077922077922
100,1,2002,25.5,30.7,117.6445,1.82,98,69,23.4,98,98,0.17,6832,0.29,14.6,14.7,3.2,0,1,71.7,Maldives,300.0,966.6666666666666
6,7,2013,14.0,15.6,128.387,3.92,95,97,26.2,96,95,0.08,3407,2.9,2.1,2.1,11.4,0,1,74.1,Armenia,29800.0,97.31543624161074
166,0,2005,65.6,107.1,441.99,11.3,64,64,21.6,59,64,3.78,610,27.68,6.5,6.5,4.4,0,1,51.7,Uganda,236040.0,117.26825961701407
43,3,2009,3.0,3.5,58.8095,10.81,96,88,26.7,99,99,0.05,26182,1.1,0.9,1.0,11.3,1,0,79.2,Cyprus,9250.0,118.91891891891892
0,1,2002,85.3,121.1,298.8855,0.02,64,14,21.9,36,36,0.02,320,22.6,19.9,2.2,2.3,0,1,56.8,Afghanistan,647500.0,34.9034749034749
161,6,2008,11.8,13.7,145.4525,1.1,84,98,31.7,99,86,0.17,3967,0.1,0.1,0.1,10.1,0,1,69.9,Tonga,748.0,133.6898395721925
178,0,2003,50.4,91.6,703.0,1.96,70,64,23.4,70,68,10.27,1291,11.98,9.8,9.9,6.8,0,1,43.2,Zimbabwe,390580.0,30.672333452813763
96,3,2000,3.7,4.5,100.072,13.21,77,86,25.6,99,99,0.06,92528,0.44,1.0,1.0,10.3,1,0,77.9,Luxembourg,2586.0,170.14694508894044
4,2,2010,8.3,10.0,137.808,7.16,98,92,26.1,99,98,0.1,13987,0.09,3.3,3.3,9.2,0,1,75.8,AntiguaandBarbuda,443.0,203.16027088036117
25,0,2004,83.3,159.5,311.4595,5.51,86,31,21.3,83,79,0.63,491,13.03,1.5,1.1,1.3,0,1,52.6,BurkinaFaso,274200.0,47.520058351568196
150,2,2006,16.1,18.6,154.8585,13.02,85,83,28.0,85,85,0.4,10141,0.17,4.3,4.4,7.6,0,1,74.3,St.Lucia,616.0,275.97402597402595
145,6,2006,24.1,28.9,190.4555,1.01,99,65,25.4,99,99,0.17,1871,0.48,1.3,1.3,4.9,0,1,69.5,SolomonIslands,28450.0,16.87170474516696
165,1,2015,36.4,42.2,189.928,3.36,99,99,26.4,99,99,0.08,6433,5.57,3.3,3.3,9.8,0,1,67.7,Turkmenistan,488100.0,11.41159598442942
131,4,2005,8.9,10.4,63.957,1.08,97,98,28.0,98,97,0.05,57624,0.87,4.8,4.5,8.8,0,1,78.3,Qatar,11437.0,76.06889918684969
119,0,2005,95.0,155.0,397.18,11.24,18,64,22.7,45,36,1.05,1948,138.87,12.9,12.9,5.2,0,1,48.3,Nigeria,923768.0,150.32995297520588
85,0,2009,40.4,59.9,302.9805,1.17,88,28,22.8,89,88,2.21,1261,40.9,8.2,8.1,6.1,0,1,59.9,Kenya,582650.0,70.19651591864756
92,0,2008,77.1,113.0,569.1065,2.91,88,80,24.5,86,88,14.53,962,1.99,8.0,7.8,5.4,0,1,43.4,Lesotho,30355.0,65.5575687695602
75,1,2004,37.1,49.6,190.6185,0.054,64,29,22.0,79,71,0.2,2109,223.29,1.9,1.9,7.3,0,1,67.0,Indonesia,1919440.0,116.33080481807194
175,1,2002,21.7,27.4,137.514,0.82,89,65,20.1,92,75,0.26,1295,81.53,15.6,16.3,5.8,0,1,73.4,Vietnam,329560.0,247.39046000728243
11,4,2003,9.7,11.3,81.7285,2.04,98,99,25.4,97,97,0.05,22336,0.78,6.1,5.9,8.4,0,1,75.0,Bahrain,665.0,1172.9323308270677
126,8,2003,26.2,31.6,164.433,4.49,86,55,25.3,86,86,0.17,3816,5.63,2.4,2.3,7.0,0,1,71.2,Paraguay,406750.0,13.841425937307928
4,2,2015,6.5,7.8,130.0025,9.06,99,84,26.6,86,99,0.2,14285,0.09,3.3,3.3,9.2,0,1,76.5,AntiguaandBarbuda,443.0,203.16027088036117
26,0,2000,94.7,154.5,355.0185,7.17,87,57,20.6,71,80,1.55,307,6.38,9.0,8.9,1.8,0,1,49.1,Burundi,27830.0,229.2490118577075
56,6,2006,19.9,23.4,207.4675,2.07,99,94,26.8,98,98,0.05,4620,0.83,4.1,3.8,9.3,0,1,66.4,Fiji,18270.0,45.42966611932129
98,0,2015,36.7,53.3,294.858,2.04,88,64,22.8,88,88,2.59,381,16.75,6.4,6.2,4.4,0,1,62.0,Malawi,118480.0,141.37407157326132
67,0,2005,83.9,134.7,318.5825,0.2,57,64,22.2,59,59,1.15,661,9.11,9.3,9.3,1.6,0,1,53.2,Guinea,245857.0,37.05405988033694
36,0,2014,55.8,74.7,229.794,0.13,88,64,24.2,87,87,0.01,1258,0.76,6.8,6.6,4.8,0,1,63.2,Comoros,2170.0,350.2304147465438
134,0,2013,37.1,52.0,215.093,6.15,98,87,21.9,98,98,0.75,683,10.81,5.9,5.9,3.8,0,1,66.2,Rwanda,26338.0,410.43359404662465
4,2,2011,7.9,9.5,136.0795,7.24,99,89,26.2,99,99,0.1,13525,0.09,3.3,3.3,9.2,0,1,76.0,AntiguaandBarbuda,443.0,203.16027088036117
165,1,2007,40.6,47.4,210.7895,2.23,98,98,25.4,98,98,0.08,3353,4.87,3.3,3.3,9.9,0,1,65.7,Turkmenistan,488100.0,9.977463634501127
173,6,2008,24.1,28.8,150.659,1.17,61,65,25.8,70,67,0.17,2877,0.22,1.5,1.5,6.6,0,1,68.8,Vanuatu,12200.0,18.0327868852459
169,7,2008,4.8,5.6,78.4095,10.66,88,86,26.9,92,92,0.08,44121,61.81,0.8,0.5,12.8,1,0,79.6,UnitedKingdom,244820.0,252.47120333306103
88,1,2008,29.6,33.7,213.764,7.29,97,65,25.6,95,95,0.21,966,5.32,3.3,3.4,10.3,0,1,68.5,KyrgyzRepublic,198500.0,26.801007556675064
80,3,2013,3.1,3.7,53.267,7.35,96,84,25.6,96,96,0.07,30258,60.23,0.5,0.6,10.3,1,0,82.7,Italy,301230.0,199.94688444046076
44,3,2014,2.5,3.1,83.987,12.75,99,96,27.0,99,97,0.08,16951,10.53,1.8,1.9,12.8,1,0,78.8,Czechia,78866.0,133.51761215225827
151,2,2014,15.7,17.4,155.902,7.12,98,83,27.0,97,98,0.4,7029,0.11,3.5,3.4,8.6,0,1,72.0,St.VincentandtheGrenadines,389.0,282.7763496143959
157,0,2001,74.4,121.9,448.1755,6.25,93,64,22.2,65,87,4.25,587,34.39,8.2,8.1,4.3,0,1,51.4,Tanzania,945087.0,36.388184368211604
110,0,2001,42.3,50.1,146.7395,0.45,84,91,24.7,93,96,0.06,1870,29.13,6.7,6.5,3.5,0,1,69.2,Morocco,446550.0,65.23345649983204
53,3,2009,4.0,5.0,153.3555,14.66,95,96,26.1,95,95,0.08,14205,1.33,2.0,2.0,12.4,1,0,74.8,Estonia,45226.0,29.407862733825674
50,2,2011,15.8,18.5,192.7545,2.31,89,81,27.2,90,89,0.21,3447,6.21,1.7,1.6,6.5,0,1,71.4,ElSalvador,21040.0,295.15209125475286
107,7,2010,14.7,17.1,197.1175,6.92,98,92,26.6,97,90,0.42,2255,2.86,2.8,3.0,11.1,0,1,69.6,Moldova,33843.0,84.50787459740567
112,1,2015,41.0,52.2,196.053,1.47,89,78,22.6,89,89,0.28,1197,52.68,12.8,13.0,4.9,0,1,65.8,Myanmar,678500.0,77.64185703758291
114,1,2013,32.0,39.4,163.2835,0.28,92,65,22.1,92,92,0.17,821,26.92,16.1,16.5,4.2,0,1,68.8,Nepal,147181.0,182.90404332080908
157,0,2010,47.1,71.9,316.531,6.95,91,64,22.8,94,91,2.48,808,44.35,7.1,7.1,5.1,0,1,58.6,Tanzania,945087.0,46.926896677237124
14,7,2010,4.3,5.6,223.1685,14.43,96,99,26.3,99,98,0.22,5622,9.48,2.0,2.2,12.0,0,1,70.4,Belarus,207600.0,45.664739884393065
81,2,2000,18.9,22.2,168.4155,3.77,98,96,25.5,95,93,0.87,4841,2.65,2.0,1.9,7.3,0,1,74.1,Jamaica,10991.0,241.10635974888544
134,0,2006,59.3,93.9,312.9135,8.79,99,87,21.4,99,99,1.86,488,9.04,6.8,6.8,2.9,0,1,57.1,Rwanda,26338.0,343.23031361530866
156,1,2003,54.2,65.2,164.6845,0.74,58,94,24.4,82,85,0.02,556,6.54,4.0,4.0,10.6,0,1,64.5,Tajikistan,143100.0,45.702306079664574
161,6,2011,11.1,12.9,140.5855,0.93,82,99,31.9,99,82,0.17,4043,0.1,0.1,0.1,10.9,0,1,70.1,Tonga,748.0,133.6898395721925
38,0,2013,39.7,56.2,277.011,1.9,85,64,23.0,85,85,2.08,2499,4.62,7.7,7.4,6.3,0,1,62.0,"Congo,Rep.",342000.0,13.508771929824562
112,1,2014,42.3,54.1,197.7265,1.36,88,82,22.5,88,88,0.29,1168,52.28,12.9,13.1,4.8,0,1,65.4,Myanmar,678500.0,77.05232129697863
106,6,2002,29.4,35.9,182.694,2.79,85,65,28.9,84,84,0.17,2984,0.11,0.2,0.2,5.3,0,1,64.9,"Micronesia,Fed.Sts.",702.0,156.6951566951567
140,0,2015,12.7,14.8,151.6085,8.7,98,98,26.6,97,97,3.5,15158,0.09,5.7,6.0,9.5,0,1,74.3,Seychelles,455.0,197.8021978021978
18,1,2011,32.4,40.0,223.746,0.25,95,95,23.4,95,95,0.14,2387,0.69,16.3,17.0,2.3,0,1,68.8,Bhutan,47000.0,14.680851063829786
145,6,2010,22.2,26.4,169.032,1.09,87,65,25.8,84,90,0.17,2099,0.53,1.2,1.2,5.1,0,1,70.7,SolomonIslands,28450.0,18.629173989455186
138,0,2002,62.3,115.1,250.933,0.22,87,33,22.3,60,60,0.64,1061,10.28,12.0,11.9,2.4,0,1,58.7,Senegal,196190.0,52.398185432488916
158,1,2001,17.8,20.9,196.2075,5.84,95,86,23.0,97,96,0.6,3605,63.54,9.3,9.6,6.3,0,1,70.8,Thailand,514000.0,123.61867704280155
115,3,2015,3.4,4.0,58.0775,8.3,94,92,25.5,95,95,0.04,45193,16.94,1.0,0.9,12.1,1,0,81.5,Netherlands,41526.0,407.9371959736069
130,3,2014,3.0,3.6,76.9805,10.2,98,96,25.7,98,98,0.13,18833,10.4,0.7,0.5,8.9,1,0,81.1,Portugal,92391.0,112.5650766849585
176,4,2004,57.3,76.9,247.6745,0.06,43,95,22.7,72,72,0.02,2472,19.54,13.9,13.9,1.7,0,1,62.9,"Yemen,Rep.",527970.0,37.009678580222364
152,8,2014,18.6,20.9,171.5365,5.39,85,15,26.4,76,85,0.51,9593,0.55,3.5,3.5,8.2,0,1,71.1,Suriname,163270.0,3.3686531512219022
68,0,2011,69.6,109.1,284.733,3.19,86,64,23.1,85,86,2.22,617,1.56,7.8,7.7,2.7,0,1,55.1,Guinea-Bissau,36120.0,43.18936877076412
177,0,2008,54.5,88.7,442.735,2.66,87,39,22.0,90,87,6.29,1068,12.85,6.8,6.7,6.5,0,1,52.6,Zambia,752614.0,17.073825360676256
60,0,2003,56.4,99.8,293.086,3.63,94,64,22.4,87,87,1.55,724,1.45,9.6,9.6,2.2,0,1,57.2,"Gambia,The",11300.0,128.31858407079645
168,4,2011,7.2,8.4,72.9945,1.75,95,95,28.1,95,95,0.13,33246,8.95,5.1,4.9,10.0,0,1,76.5,UnitedArabEmirates,82880.0,107.98745173745174
26,0,2015,46.2,67.6,294.187,3.99,94,65,21.6,94,94,0.27,306,10.16,7.3,7.2,2.9,0,1,60.1,Burundi,27830.0,365.07366151634926
168,4,2009,7.6,8.9,75.597,1.76,93,93,27.9,94,93,0.13,34580,7.92,5.1,4.9,9.7,0,1,76.1,UnitedArabEmirates,82880.0,95.55984555984556
72,3,2008,5.5,6.5,166.717,11.75,88,99,26.6,99,99,0.08,11937,10.04,1.9,1.9,11.5,1,0,73.7,Hungary,93030.0,107.92217564226594
98,0,2013,42.2,63.4,315.314,2.02,89,64,22.7,89,89,3.32,370,15.84,6.5,6.4,4.4,0,1,59.9,Malawi,118480.0,133.6934503713707
52,0,2000,56.1,85.2,370.455,0.88,87,88,20.1,82,81,0.7,828,2.29,1.2,1.1,3.7,0,1,55.3,Eritrea,121320.0,18.875700626442466
80,3,2012,3.2,3.8,55.1645,7.48,96,83,25.7,96,97,0.07,31185,59.54,0.5,0.6,9.9,1,0,82.2,Italy,301230.0,197.65627593533182
122,4,2011,10.0,11.6,96.52,0.5,99,99,26.0,99,99,0.05,19868,3.25,6.9,6.8,8.3,0,1,75.9,Oman,212460.0,15.296997081803633
114,1,2006,43.8,56.3,197.587,0.19,69,65,21.3,91,89,0.17,629,26.07,17.4,18.0,2.9,0,1,65.8,Nepal,147181.0,177.1288413585993
139,7,2009,6.7,7.8,130.945,9.78,93,87,25.7,97,95,0.02,5148,7.32,2.3,2.3,10.4,0,1,74.0,Serbia,88361.0,82.84197779563382
58,3,2013,3.1,4.1,77.9145,11.73,74,75,25.0,99,99,0.1,36205,66.0,0.6,0.6,11.2,1,0,82.2,France,547030.0,120.65151819827067
64,3,2010,3.4,3.9,74.8405,8.33,95,77,27.1,99,99,0.1,21560,11.12,0.8,0.7,10.3,1,0,80.4,Greece,131940.0,84.28073366681825
69,8,2003,34.7,43.2,226.301,8.75,90,71,25.0,91,90,0.93,3966,0.75,5.8,5.6,7.8,0,1,66.1,Guyana,214970.0,3.4888589105456576
119,0,2009,85.9,138.3,379.9755,10.58,63,64,22.9,66,63,0.79,2286,154.32,11.7,11.6,5.2,0,1,50.4,Nigeria,923768.0,167.05493154125278
19,8,2011,31.2,39.2,196.6465,3.3,95,83,26.0,95,95,0.18,2603,10.21,1.2,1.1,8.0,0,1,68.5,Bolivia,1098580.0,9.293815652933787
7,6,2010,4.0,4.8,62.169,10.52,92,88,26.9,92,92,0.05,53543,22.03,0.7,0.6,12.4,1,0,81.7,Australia,7686850.0,2.8659333797329207
83,4,2009,17.6,20.7,116.897,0.56,98,90,28.5,98,98,0.13,4782,6.89,3.8,3.8,9.9,0,1,73.3,Jordan,92300.0,74.64788732394366
159,6,2010,51.4,61.5,164.1365,0.1,72,64,20.7,72,72,0.08,1186,1.09,11.5,11.5,4.4,0,1,67.2,Timor-Leste,15007.0,72.6327713733591
159,6,2003,73.0,91.2,234.413,0.44,75,64,20.1,55,55,0.05,934,0.95,12.1,12.1,3.0,0,1,61.9,Timor-Leste,15007.0,63.30379156393683
126,8,2014,19.6,23.0,146.1335,5.39,87,76,26.5,93,87,0.14,5329,6.6,2.0,1.9,8.2,0,1,73.5,Paraguay,406750.0,16.22618315918869
152,8,2002,25.7,29.1,212.234,4.58,84,16,25.6,74,73,0.98,6488,0.48,3.5,3.5,7.7,0,1,68.1,Suriname,163270.0,2.939915477430024
34,1,2011,11.5,14.6,90.7325,5.36,99,99,23.3,99,99,0.1,6153,1345.04,4.1,3.5,7.4,0,1,74.7,China,9596960.0,140.15271502642503
